Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Store_ID,Location,Size,Category,Year,Month,Day,Weekday,Is_Weekend,onetime_customers,repeat_customers,latitude,longitude,is_holiday,holiday_name,temperature,season,weather_condition
29,11/14/2024,1,Male,62,Electronics,1,30,30,S010,New Orleans,Large,online,2024,11,14,Thursday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,World Diabetes Day,64,Autumn,Cloudy
30,8/3/2024,1,Male,42,Electronics,1,25,25,S010,New Orleans,Large,online,2024,8,3,Saturday,TRUE,1,FALSE,29.9759983,-90.0782127,FALSE,,73,Summer,Heatwave
31,12/3/2024,1,Female,35,Electronics,2,300,600,S010,New Orleans,Large,online,2024,12,3,Tuesday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,International Day of Persons with Disabilities,74,Winter,Overcast
32,10/16/2024,1,Male,23,Electronics,2,30,60,S010,New Orleans,Large,online,2024,10,16,Wednesday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,World Food Day,75,Autumn,Rainy
33,9/17/2024,1,Male,32,Clothing,1,50,50,S010,New Orleans,Large,online,2024,9,17,Tuesday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,World Patient Safety Day,63,Autumn,Windy
34,5/6/2024,1,Male,56,Electronics,2,300,600,S010,New Orleans,Large,online,2024,5,6,Monday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,Yom HaShoah,84,Spring,Sunny
35,3/22/2024,1,Female,46,Beauty,3,30,90,S010,New Orleans,Large,online,2024,3,22,Friday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,World Water Day,91,Spring,Sunny
36,11/10/2024,1,Male,50,Electronics,1,25,25,S010,New Orleans,Large,online,2024,11,10,Sunday,TRUE,1,FALSE,29.9759983,-90.0782127,TRUE,World Science Day for Peace and Development,74,Autumn,Rainy
37,12/1/2024,1,Male,21,Clothing,2,25,50,S010,New Orleans,Large,online,2024,12,1,Sunday,TRUE,1,FALSE,29.9759983,-90.0782127,TRUE,First Sunday of Advent,72,Winter,Sunny
38,1/5/2024,1,Male,19,Beauty,2,25,50,S010,New Orleans,Large,online,2024,1,5,Friday,FALSE,1,FALSE,29.9759983,-90.0782127,FALSE,,77,Winter,Sunny
39,2/24/2024,1,Male,53,Clothing,4,50,200,S010,New Orleans,Large,online,2024,2,24,Saturday,TRUE,1,FALSE,29.9759983,-90.0782127,FALSE,,53,Winter,Snow
40,10/10/2024,1,Female,40,Electronics,4,50,200,S010,New Orleans,Large,online,2024,10,10,Thursday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,World Mental Health Day,87,Autumn,Cloudy
41,10/26/2024,1,Male,64,Clothing,2,300,600,S010,New Orleans,Large,online,2024,10,26,Saturday,TRUE,1,FALSE,29.9759983,-90.0782127,FALSE,,81,Autumn,Foggy
42,7/6/2024,1,Male,22,Beauty,4,500,2000,S010,New Orleans,Large,online,2024,7,6,Saturday,TRUE,1,FALSE,29.9759983,-90.0782127,TRUE,International Day of Cooperatives,71,Summer,Sunny
43,10/14/2024,1,Male,57,Electronics,2,30,60,S010,New Orleans,Large,online,2024,10,14,Monday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,Columbus Day,85,Autumn,Cloudy
44,3/21/2024,1,Male,28,Clothing,4,300,1200,S010,New Orleans,Large,online,2024,3,21,Thursday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,International Day for the Elimination of Racial Discrimination,53,Spring,Sunny
45,3/25/2024,1,Female,18,Beauty,2,500,1500,S010,New Orleans,Large,online,2024,3,25,Monday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,Holi,58,Spring,Hazy
46,7/30/2024,1,Female,53,Electronics,3,50,150,S010,New Orleans,Large,online,2024,7,30,Tuesday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,International Day of Friendship,62,Summer,Sunny
47,12/26/2024,1,Female,38,Beauty,3,300,900,S010,New Orleans,Large,online,2024,12,26,Thursday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,Chanukah/Hanukkah (first day),92,Winter,Sunny
48,6/29/2024,1,Female,42,Beauty,4,500,2000,S010,New Orleans,Large,online,2024,6,29,Saturday,TRUE,1,FALSE,29.9759983,-90.0782127,TRUE,International Day of the Tropics,89,Summer,Heatwave
49,6/19/2024,1,Female,50,Clothing,4,25,100,S010,New Orleans,Large,online,2024,6,19,Wednesday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,International Day for the Elimination of Sexual Violence in Conflict,82,Summer,Drizzle
50,1/15/2024,1,Male,46,Beauty,2,30,1160,S010,New Orleans,Large,online,2024,1,15,Monday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,Martin Luther King Jr. Day,82,Winter,Overcast
51,2/25/2024,1,Male,34,Beauty,3,500,1500,S010,New Orleans,Large,online,2024,2,25,Sunday,TRUE,1,FALSE,29.9759983,-90.0782127,TRUE,African-American Scientist and Inventor Day,82,Winter,Snow
52,6/10/2024,1,Male,45,Clothing,2,500,1000,S010,New Orleans,Large,online,2024,6,10,Monday,FALSE,1,FALSE,29.9759983,-90.0782127,FALSE,,63,Summer,Drizzle
53,9/17/2024,1,Male,18,Clothing,3,50,150,S010,New Orleans,Large,online,2024,9,17,Tuesday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,World Patient Safety Day,92,Autumn,Rainy
54,4/20/2024,1,Male,31,Clothing,4,500,2000,S010,New Orleans,Large,online,2024,4,20,Saturday,TRUE,1,FALSE,29.9759983,-90.0782127,TRUE,Chinese Language Day,70,Spring,Hazy
55,2/13/2024,1,Male,21,Beauty,4,500,2000,S010,New Orleans,Large,online,2024,2,13,Tuesday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,World Radio Day,87,Winter,Overcast
56,2/7/2024,1,Female,64,Electronics,1,300,300,S010,New Orleans,Large,online,2024,2,7,Wednesday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,National Girls and Women in Sports Day,66,Winter,Overcast
57,8/19/2024,1,Male,46,Electronics,1,500,500,S010,New Orleans,Large,online,2024,8,19,Monday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,Raksha Bandhan,91,Summer,Hazy
58,5/22/2024,1,Female,54,Clothing,4,25,100,S010,New Orleans,Large,online,2024,5,22,Wednesday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,International Day for Biological Diversity,89,Spring,Sunny
59,1/1/2024,1,Male,55,Electronics,1,30,30,S010,New Orleans,Large,online,2024,1,1,Monday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,New Year's Day,79,Winter,Snow
60,2/2/2024,1,Male,51,Electronics,3,50,150,S010,New Orleans,Large,online,2024,2,2,Friday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,World Wetlands Day,85,Winter,Foggy
61,7/19/2024,1,Male,63,Electronics,3,500,1500,S010,New Orleans,Large,online,2024,7,19,Friday,FALSE,1,FALSE,29.9759983,-90.0782127,FALSE,,53,Summer,Hazy
62,4/23/2024,1,Male,41,Beauty,3,500,1500,S010,New Orleans,Large,online,2024,4,23,Tuesday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,Passover (first day),72,Spring,Light Rain
63,5/20/2024,1,Female,39,Electronics,2,25,50,S010,New Orleans,Large,online,2024,5,20,Monday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,Whit Monday,55,Spring,Showers
64,2/12/2024,1,Female,18,Clothing,1,500,5500,S010,New Orleans,Large,online,2024,2,12,Monday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,Lincoln's Birthday,68,Winter,Foggy
65,6/22/2024,1,Male,55,Beauty,3,300,900,S010,New Orleans,Large,online,2024,6,22,Saturday,TRUE,1,FALSE,29.9759983,-90.0782127,FALSE,,89,Summer,Clear Skies
66,4/25/2024,1,Male,41,Clothing,2,50,100,S010,New Orleans,Large,online,2024,4,25,Thursday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,International Girls in ICT Day,60,Spring,Hazy
67,2/5/2024,1,Female,25,Beauty,4,50,200,S010,New Orleans,Large,online,2024,2,5,Monday,FALSE,1,FALSE,29.9759983,-90.0782127,FALSE,,73,Winter,Snow
68,11/7/2024,1,Female,24,Electronics,2,25,50,S010,New Orleans,Large,online,2024,11,7,Thursday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,Return Day,70,Autumn,Cloudy
69,8/8/2024,1,Male,62,Clothing,1,25,25,S010,New Orleans,Large,online,2024,8,8,Thursday,FALSE,1,FALSE,29.9759983,-90.0782127,FALSE,,89,Summer,Sunny
70,6/22/2024,1,Female,64,Clothing,3,50,150,S010,New Orleans,Large,online,2024,6,22,Saturday,TRUE,1,FALSE,29.9759983,-90.0782127,FALSE,,59,Summer,Hazy
71,9/11/2024,1,Male,47,Beauty,4,500,2000,S010,New Orleans,Large,online,2024,9,11,Wednesday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,First Responders Day,71,Autumn,Windy
72,4/19/2024,1,Female,22,Clothing,1,50,50,S010,New Orleans,Large,online,2024,4,19,Friday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,Arbor Day,79,Spring,Hazy
73,5/24/2024,1,Male,62,Clothing,2,25,50,S010,New Orleans,Large,online,2024,5,24,Friday,FALSE,1,FALSE,29.9759983,-90.0782127,FALSE,,85,Spring,Cloudy
74,10/12/2024,1,Female,41,Clothing,1,300,300,S010,New Orleans,Large,online,2024,10,12,Saturday,TRUE,1,FALSE,29.9759983,-90.0782127,TRUE,Dussehra,82,Autumn,Windy
75,5/5/2024,1,Male,24,Electronics,1,50,50,S010,New Orleans,Large,online,2024,5,5,Sunday,TRUE,1,FALSE,29.9759983,-90.0782127,TRUE,Orthodox Easter,71,Spring,Hazy
76,12/6/2024,1,Female,25,Electronics,1,300,300,S010,New Orleans,Large,online,2024,12,6,Friday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,St Nicholas Day,50,Winter,Snow
77,10/9/2024,1,Male,43,Clothing,4,30,120,S010,New Orleans,Large,online,2024,10,9,Wednesday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,World Post Day,82,Autumn,Windy
78,6/19/2024,1,Female,58,Clothing,1,25,25,S010,New Orleans,Large,online,2024,6,19,Wednesday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,International Day for the Elimination of Sexual Violence in Conflict,93,Summer,Sunny
79,5/22/2024,1,Female,55,Clothing,4,30,120,S010,New Orleans,Large,online,2024,5,22,Wednesday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,International Day for Biological Diversity,86,Spring,Hazy
80,10/1/2024,1,Male,26,Electronics,1,300,300,S010,New Orleans,Large,online,2024,10,1,Tuesday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,International Day of Older Persons,65,Autumn,Foggy
81,3/6/2024,1,Female,20,Beauty,3,50,150,S010,New Orleans,Large,online,2024,3,6,Wednesday,FALSE,1,FALSE,29.9759983,-90.0782127,FALSE,,64,Spring,Showers
82,1/28/2024,1,Male,29,Electronics,3,30,90,S010,New Orleans,Large,online,2024,1,28,Sunday,TRUE,1,FALSE,29.9759983,-90.0782127,TRUE,World Leprosy Day,94,Winter,Overcast
83,5/30/2024,1,Female,26,Beauty,3,30,90,S010,New Orleans,Large,online,2024,5,30,Thursday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,Corpus Christi,63,Spring,Light Rain
84,3/6/2024,1,Female,57,Electronics,4,50,200,S010,New Orleans,Large,online,2024,3,6,Wednesday,FALSE,1,FALSE,29.9759983,-90.0782127,FALSE,,57,Spring,Hazy
85,8/29/2024,1,Male,55,Beauty,2,50,100,S010,New Orleans,Large,online,2024,8,29,Thursday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,International Day against Nuclear Tests,69,Summer,Sunny
86,3/2/2024,1,Male,50,Beauty,1,300,300,S010,New Orleans,Large,online,2024,3,2,Saturday,TRUE,1,FALSE,29.9759983,-90.0782127,TRUE,Texas Independence Day,58,Spring,Showers
87,11/13/2024,1,Female,57,Clothing,1,25,25,S010,New Orleans,Large,online,2024,11,13,Wednesday,FALSE,1,FALSE,29.9759983,-90.0782127,FALSE,,51,Autumn,Foggy
88,10/19/2024,1,Male,44,Clothing,2,30,60,S010,New Orleans,Large,online,2024,10,19,Saturday,TRUE,1,FALSE,29.9759983,-90.0782127,TRUE,Sweetest Day,58,Autumn,Windy
89,8/19/2024,1,Female,30,Electronics,2,30,60,S010,New Orleans,Large,online,2024,8,19,Monday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,Raksha Bandhan,85,Summer,Heatwave
90,4/29/2024,1,Female,30,Clothing,3,300,900,S010,New Orleans,Large,online,2024,4,29,Monday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,Arbor Day,71,Spring,Sunny
91,2/6/2024,1,Female,48,Electronics,3,50,150,S010,New Orleans,Large,online,2024,2,6,Tuesday,FALSE,1,FALSE,29.9759983,-90.0782127,TRUE,International Day of Zero Tolerance for Female Genital Mutilation,51,Winter,Sunny
92,2/27/2024,1,Female,26,Clothing,2,500,1000,S006,Miami,Large,online,2024,2,27,Tuesday,FALSE,1,FALSE,25.7820042,-80.22256439,FALSE,,73,Winter,Snow
93,10/30/2024,1,Male,35,Beauty,3,25,75,S006,Miami,Large,online,2024,10,30,Wednesday,FALSE,1,FALSE,25.7820042,-80.22256439,FALSE,,94,Autumn,Cloudy
94,4/23/2024,1,Female,43,Beauty,1,500,500,S006,Miami,Large,online,2024,4,23,Tuesday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,Passover (first day),80,Spring,Cloudy
95,5/23/2024,1,Female,18,Beauty,3,25,75,S006,Miami,Large,online,2024,5,23,Thursday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,International Day to End Obstetric Fistula,81,Spring,Sunny
96,3/5/2024,1,Female,36,Beauty,1,300,300,S006,Miami,Large,online,2024,3,5,Tuesday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,Town Meeting Day,72,Spring,Sunny
97,10/10/2024,1,Male,31,Beauty,4,30,120,S006,Miami,Large,online,2024,10,10,Thursday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,World Mental Health Day,91,Autumn,Foggy
98,7/6/2024,1,Male,61,Beauty,4,50,200,S006,Miami,Large,online,2024,7,6,Saturday,TRUE,1,FALSE,25.7820042,-80.22256439,TRUE,International Day of Cooperatives,93,Summer,Heatwave
99,12/10/2024,1,Female,64,Clothing,2,30,60,S006,Miami,Large,online,2024,12,10,Tuesday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,Human Rights Day,92,Winter,Snow
100,6/16/2024,1,Male,41,Electronics,1,30,30,S006,Miami,Large,online,2024,6,16,Sunday,TRUE,1,FALSE,25.7820042,-80.22256439,TRUE,International Day of Family Remittances,68,Summer,Clear Skies
101,7/25/2024,1,Female,22,Electronics,1,500,500,S006,Miami,Large,online,2024,7,25,Thursday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,World Drowning Prevention Day,80,Summer,Drizzle
102,2/3/2024,1,Female,21,Clothing,4,300,1200,S006,Miami,Large,online,2024,2,3,Saturday,TRUE,1,FALSE,25.7820042,-80.22256439,FALSE,,69,Winter,Snow
103,12/15/2024,1,Male,36,Beauty,4,500,2000,S006,Miami,Large,online,2024,12,15,Sunday,TRUE,1,FALSE,25.7820042,-80.22256439,TRUE,Bill of Rights Day,87,Winter,Snow
104,8/5/2024,1,Male,38,Electronics,1,30,30,S006,Miami,Large,online,2024,8,5,Monday,FALSE,1,FALSE,25.7820042,-80.22256439,FALSE,,81,Summer,Drizzle
105,5/9/2024,1,Male,18,Clothing,2,30,60,S006,Miami,Large,online,2024,5,9,Thursday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,Ascension Day,66,Spring,Hazy
106,5/17/2024,1,Male,31,Electronics,4,500,2000,S006,Miami,Large,online,2024,5,17,Friday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,World Telecommunication and Information Society Day,87,Spring,Hazy
107,9/8/2024,1,Female,43,Beauty,3,300,900,S006,Miami,Large,online,2024,9,8,Sunday,TRUE,1,FALSE,25.7820042,-80.22256439,TRUE,International Literacy Day,68,Autumn,Rainy
108,5/4/2024,1,Female,60,Beauty,3,30,90,S006,Miami,Large,online,2024,5,4,Saturday,TRUE,1,FALSE,25.7820042,-80.22256439,TRUE,Orthodox Holy Saturday,72,Spring,Hazy
109,10/18/2024,1,Male,64,Beauty,1,25,25,S006,Miami,Large,online,2024,10,18,Friday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,Alaska Day,70,Autumn,Rainy
110,5/7/2024,1,Male,39,Beauty,2,300,600,S006,Miami,Large,online,2024,5,7,Tuesday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,National Teacher Appreciation Day,88,Spring,Cloudy
111,10/29/2024,1,Female,61,Clothing,1,50,50,S006,Miami,Large,online,2024,10,29,Tuesday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,World Stroke Day,81,Autumn,Windy
112,11/20/2024,1,Female,62,Electronics,2,25,50,S006,Miami,Large,online,2024,11,20,Wednesday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,Universal Children's Day,72,Autumn,Cloudy
113,2/4/2024,1,Female,50,Beauty,2,500,1000,S006,Miami,Large,online,2024,2,4,Sunday,TRUE,1,FALSE,25.7820042,-80.22256439,TRUE,International Day of Human Fraternity,63,Winter,Snow
114,5/2/2024,1,Male,21,Clothing,1,25,25,S006,Miami,Large,online,2024,5,2,Thursday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,World Tuna Day,91,Spring,Hazy
115,10/23/2024,1,Male,48,Electronics,1,50,50,S006,Miami,Large,online,2024,10,23,Wednesday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,Last Day of Sukkot,69,Autumn,Overcast
116,7/30/2024,1,Female,32,Beauty,4,30,120,S006,Miami,Large,online,2024,7,30,Tuesday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,International Day of Friendship,81,Summer,Heatwave
117,4/4/2024,1,Female,37,Clothing,3,500,1500,S006,Miami,Large,online,2024,4,4,Thursday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,United Nations' Mine Awareness Day,70,Spring,Hazy
118,2/8/2024,1,Male,43,Clothing,4,50,200,S006,Miami,Large,online,2024,2,8,Thursday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,Isra and Mi'raj,73,Winter,Snow
119,1/26/2024,1,Male,28,Clothing,4,30,120,S006,Miami,Large,online,2024,1,26,Friday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,International Customs Day,70,Winter,Sunny
120,10/12/2024,1,Female,28,Beauty,1,25,25,S006,Miami,Large,online,2024,10,12,Saturday,TRUE,1,FALSE,25.7820042,-80.22256439,TRUE,Dussehra,74,Autumn,Rainy
121,9/7/2024,1,Male,41,Clothing,4,30,120,S006,Miami,Large,online,2024,9,7,Saturday,TRUE,1,FALSE,25.7820042,-80.22256439,TRUE,International Day of Clean Air for Blue Skies,69,Autumn,Foggy
122,10/24/2024,1,Male,61,Clothing,1,25,25,S006,Miami,Large,online,2024,10,24,Thursday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,Shmini Atzeret,83,Autumn,Rainy
123,1/26/2024,1,Female,29,Beauty,3,300,900,S006,Miami,Large,online,2024,1,26,Friday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,International Customs Day,86,Winter,Foggy
124,3/22/2024,1,Male,39,Beauty,2,50,100,S006,Miami,Large,online,2024,3,22,Friday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,World Water Day,93,Spring,Sunny
125,5/1/2024,1,Male,38,Clothing,1,500,500,S006,Miami,Large,online,2024,5,1,Wednesday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,Law Day,90,Spring,Sunny
126,5/3/2024,1,Female,40,Electronics,3,25,75,S006,Miami,Large,online,2024,5,3,Friday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,Orthodox Good Friday,75,Spring,Hazy
127,7/22/2024,1,Male,50,Clothing,1,50,50,S006,Miami,Large,online,2024,7,22,Monday,FALSE,1,FALSE,25.7820042,-80.22256439,FALSE,,68,Summer,Heatwave
128,10/3/2024,1,Female,25,Beauty,2,300,600,S006,Miami,Large,online,2024,10,3,Thursday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,Navratri,88,Autumn,Cloudy
129,9/28/2024,1,Male,39,Electronics,2,50,100,S006,Miami,Large,online,2024,9,28,Saturday,TRUE,1,FALSE,25.7820042,-80.22256439,TRUE,International Day for Universal Access to Information,85,Autumn,Rainy
130,2/23/2024,1,Female,55,Beauty,1,30,30,S006,Miami,Large,online,2024,2,23,Friday,FALSE,1,FALSE,25.7820042,-80.22256439,FALSE,,60,Winter,Foggy
131,3/1/2024,1,Female,64,Beauty,2,30,60,S006,Miami,Large,online,2024,3,1,Friday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,Zero Discrimination Day,70,Spring,Hazy
132,5/25/2024,1,Male,46,Electronics,2,500,1000,S006,Miami,Large,online,2024,5,25,Saturday,TRUE,1,FALSE,25.7820042,-80.22256439,TRUE,African Liberation Day,72,Spring,Cloudy
133,5/9/2024,1,Male,48,Beauty,4,25,100,S006,Miami,Large,online,2024,5,9,Thursday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,Ascension Day,65,Spring,Cloudy
134,3/8/2024,1,Female,27,Clothing,1,25,25,S006,Miami,Large,online,2024,3,8,Friday,FALSE,1,FALSE,25.7820042,-80.22256439,TRUE,Maha Shivaratri,70,Spring,Light Rain
